method,streams,macro_final_acc_pct,macro_forget_pct,geometric_anchor_drift
functional_l2,5,89.27785576904584,1.8416258919469928,0.06036428492264799
joint_refit,5,92.03482677155259,1.1122239211688758,0.09202510331872135
mlp_ft,5,61.113534241788955,38.73920149507306,0.9942142804596541
mlp_joint,5,91.73713030279717,1.0407322460074753,0.3411925055432214
mlp_replay,5,89.68957108008131,3.3343781855249746,0.9429448872606878
param_null,5,88.84116651921092,1.9756651376146785,1.2735403411675933e-11
replay,5,90.0481346847973,1.5998666326877333,0.23002937808372864
unwrapped,5,48.903303633822496,51.78527777777778,5.434708420533018
vanish,5,90.04786948082754,1.6855513081889228,1.9960589182843734e-10
