stream,method,n,final_average_accuracy_mean,final_average_accuracy_sd,final_average_accuracy_ci95_low,final_average_accuracy_ci95_high,average_incremental_accuracy_mean,average_incremental_accuracy_sd,average_incremental_accuracy_ci95_low,average_incremental_accuracy_ci95_high,mean_new_task_accuracy_mean,mean_new_task_accuracy_sd,mean_new_task_accuracy_ci95_low,mean_new_task_accuracy_ci95_high,backward_transfer_mean,backward_transfer_sd,backward_transfer_ci95_low,backward_transfer_ci95_high,mean_forgetting_mean,mean_forgetting_sd,mean_forgetting_ci95_low,mean_forgetting_ci95_high,worst_forgetting_mean,worst_forgetting_sd,worst_forgetting_ci95_low,worst_forgetting_ci95_high,max_anchor_drift_mean,max_anchor_drift_sd,max_anchor_drift_ci95_low,max_anchor_drift_ci95_high,elapsed_s_mean,elapsed_s_sd,elapsed_s_ci95_low,elapsed_s_ci95_high,parameter_bytes_mean,parameter_bytes_sd,parameter_bytes_ci95_low,parameter_bytes_ci95_high
rotated_digits,mlp_ft,10,0.6325925925925925,0.026170510029108373,0.6138713375104953,0.6513138476746897,0.7408024691358025,0.014876102082947375,0.7301607467768415,0.7514441914947635,0.9224814814814815,0.008356939587092162,0.9165032870350754,0.9284596759278875,-0.3623611111111112,0.03245370737277119,-0.38557709480457414,-0.33914512741764824,0.3623611111111112,0.03245370737277119,0.33914512741764824,0.38557709480457414,0.6622222222222222,0.046252654327207515,0.6291350665297804,0.695309377914664,0.9908554397183316,0.003488076789644813,0.9883602198983031,0.99335065953836,0.5121302957999433,0.03912103879658708,0.4841447905280584,0.5401158010718281,153680.0,0.0,153680.0,153680.0
rotated_digits,mlp_joint,10,0.916074074074074,0.00903379824577202,0.9096116841118154,0.9225364640363327,0.9191358024691357,0.008857014945579124,0.9127998756615303,0.9254717292767412,0.909888888888889,0.010734424139489841,0.9022099444490868,0.9175678333286912,0.007731481481481481,0.006355514607003061,0.0031850202163644066,0.012277942746598554,0.010601851851851852,0.0027034817260474867,0.00866789752895829,0.012535806174745414,0.02740740740740739,0.009868824144054988,0.020347675902147623,0.03446713891266716,0.4955063490699329,0.09287577560184926,0.42906702159576826,0.5619456765440975,1.2680409572999907,0.08456194481254932,1.2075489860960233,1.328532928503958,153680.0,0.0,153680.0,153680.0
rotated_digits,mlp_replay,10,0.8998518518518519,0.00919931211519511,0.8932710604000674,0.9064326433036364,0.9112592592592593,0.007688714269509289,0.9057590844085307,0.916759434109988,0.9142222222222222,0.009842843742077579,0.9071810759769369,0.9212633684675074,-0.017962962962962965,0.011933313791739748,-0.026499541394998972,-0.00942638453092696,0.030046296296296293,0.007331302717986269,0.024801798267223313,0.035290794325369274,0.07074074074074077,0.01749866631101435,0.05822294894988044,0.08325853253160109,0.9386789385548029,0.01641308086388282,0.9269377278105694,0.9504201492990364,0.8252950798999337,0.08326049687194716,0.7657341084680374,0.88485605133183,153680.0,0.0,153680.0,153680.0
rotated_digits,param_null,20,0.9395370370370371,0.006962128231662645,0.9362786607252761,0.942795413348798,0.9435,0.006774957959352759,0.9403292220721337,0.9466707779278664,0.9384444444444446,0.008308366324270289,0.934556009310872,0.9423328795780173,0.001365740740740745,0.0054726493403202915,-0.0011955379918136212,0.003927019473295112,0.0073379629629629645,0.004108800586165841,0.00541498509553074,0.009260940830395189,0.017129629629629623,0.010421674126717557,0.012252135999312071,0.022007123259947175,2.7554436510257573e-11,1.0548327879512128e-11,2.2617667099005014e-11,3.249120592151013e-11,1.6408863646499412,0.09291970315866727,1.5973986049314224,1.68437412436846,3481600.0,0.0,3481600.0,3481600.0
rotated_digits,replay,20,0.947296296296296,0.006335846428655869,0.9443310288908209,0.9502615637017711,0.9495185185185185,0.00612088598071191,0.9466538556994917,0.9523831813375454,0.9448703703703704,0.007097081473855153,0.9415488339970702,0.9481919067436705,0.0030324074074074047,0.00441376625743427,0.0009667012123580347,0.005098113602456775,0.006296296296296297,0.002488149662800649,0.005131806408776729,0.007460786183815866,0.015648148148148126,0.005554743280449902,0.013048448268933328,0.018247848027362925,0.2598192910672438,0.043124693114483754,0.23963631341722746,0.2800022687172601,1.760373033399992,0.10763467310339471,1.7099984557573047,1.8107476110426795,3481600.0,0.0,3481600.0,3481600.0
rotated_digits,unwrapped,20,0.5416296296296296,0.03192823698233635,0.5266867547503069,0.5565725045089522,0.671179012345679,0.022449722600565235,0.6606722187484836,0.6816858059428744,0.9427777777777777,0.007702222829626468,0.9391730265320561,0.9463825290234993,-0.5014351851851852,0.041536481699381275,-0.5208748570124929,-0.4819955133578774,0.5014351851851852,0.041536481699381275,0.4819955133578774,0.5208748570124929,0.7540740740740741,0.057057665695693704,0.7273702645317979,0.7807778836163504,5.088766196887694,0.6337265687676495,4.792173032973371,5.385359360802018,1.3155462928999895,0.09852881326649587,1.2694333888438114,1.3616591969561676,3481600.0,0.0,3481600.0,3481600.0
rotated_digits,vanish,20,0.9416851851851853,0.00637716103001055,0.9387005819510806,0.94466978841929,0.9461358024691359,0.006198788861914201,0.9432346799794047,0.949036924958867,0.9439814814814813,0.006232187091657271,0.9410647281390815,0.9468982348238811,-0.0028703703703703703,0.005202387227422933,-0.005305162540579286,-0.00043557820016145495,0.01053240740740741,0.0031929609234255963,0.009038055696108382,0.012026759118706438,0.026203703703703708,0.011180339887498952,0.020971143567682933,0.03143626383972448,1.577073249769967e-10,3.7359954188966555e-11,1.4022232819337211e-10,1.7519232176062127e-10,1.5269421600500437,0.09923282355305468,1.4804997690374881,1.5733845510625992,4547200.0,0.0,4547200.0,4547200.0
shape_stream,functional_l2,20,0.70975,0.016248819120385876,0.7021453185643479,0.7173546814356521,0.7229833333333333,0.014191969148222305,0.7163412873164983,0.7296253793501684,0.7193125,0.016905781974853647,0.7114003504839743,0.7272246495160257,-0.012750000000000001,0.016151366325423914,-0.02030907212366395,-0.005190927876336049,0.029944444444444447,0.008144846930051542,0.02613253874309527,0.033756350145793625,0.07724999999999999,0.016179502952485093,0.06967775952952333,0.08482224047047664,0.06686208717955602,0.015176011887637569,0.05975949498414168,0.07396467937497037,1.4150331357500137,0.09202747694775087,1.3719629507519893,1.458103320748038,8683520.0,0.0,8683520.0,8683520.0
shape_stream,joint_refit,20,0.7952499999999999,0.009706398986573238,0.790707265439824,0.7997927345601759,0.7725833333333333,0.009943333597990954,0.7679297099616343,0.7772369567050322,0.7681041666666666,0.013176486317173747,0.7619373812442343,0.7742709520890989,0.03619444444444443,0.013923669900416933,0.029677966340813898,0.042710922548074966,0.014166666666666675,0.009202261213201755,0.009859875847249006,0.018473457486084345,0.04125000000000002,0.0248143693044294,0.029636517679302823,0.05286348232069722,0.07553324589780375,0.012113464905084916,0.06986396981056191,0.08120252198504559,1.2936721368499775,0.06890185006906643,1.2614250783886691,1.3259191953112859,8683520.0,0.0,8683520.0,8683520.0
shape_stream,mlp_ft,10,0.793625,0.013065968069949405,0.7842781695079695,0.8029718304920306,0.7811166666666667,0.010653072935212744,0.7734959173726531,0.7887374159606803,0.8158333333333333,0.012908450194339848,0.806599184341434,0.8250674823252326,-0.029611111111111126,0.02166753717782752,-0.04511113346664617,-0.014111088755576083,0.062,0.013134317190697183,0.05260427549242555,0.07139572450757445,0.16583333333333333,0.03398665315373952,0.1415207462889761,0.19014592037769057,0.9976142563360384,0.0024991944322498294,0.995826440339565,0.9994020723325118,0.9998929813000814,0.16662057146773776,0.8806998048238566,1.1190861577763063,801824.0,0.0,801824.0,801824.0
shape_stream,mlp_joint,10,0.8501249999999999,0.03153117333648253,0.827568957400389,0.8726810425996108,0.8306333333333333,0.018995743512822478,0.8170445970273883,0.8442220696392784,0.8242499999999999,0.017979326262113,0.8113883647936977,0.8371116352063022,0.03450000000000002,0.02592652115718822,0.01595328404241088,0.053046715957589155,0.014444444444444437,0.0160674162692473,0.0029505072551329684,0.025938381633755905,0.04083333333333332,0.042551711459683346,0.010393672679777765,0.07127299398688887,0.2350650140509018,0.24001242214334856,0.06337047035191093,0.4067595577498927,2.3310067198000524,0.16473043670927448,2.2131656642765094,2.4488477753235953,801824.0,0.0,801824.0,801824.0
shape_stream,mlp_replay,10,0.838125,0.0202418345829609,0.8236448638415631,0.8526051361584369,0.8202166666666667,0.014746426643951115,0.8096677085285264,0.830765624804807,0.8241666666666667,0.014212887561628905,0.8139993793956709,0.8343339539376625,0.018611111111111103,0.017037540250217396,0.0064231890323649225,0.030799033189857283,0.02111111111111112,0.007046776885348318,0.016070150601342748,0.02615207162087949,0.05333333333333336,0.02137264895741261,0.03804426130276152,0.0686224053639052,0.9871932833508446,0.009817640480427813,0.9801701664328334,0.9942164002688557,1.66196283459999,0.18717507908786024,1.5280658491488839,1.795859820051096,801824.0,0.0,801824.0,801824.0
shape_stream,param_null,20,0.7043750000000001,0.016298846961693394,0.696746904813894,0.7120030951861062,0.7201583333333332,0.014420225704083998,0.713409459959995,0.7269072067066714,0.7163333333333335,0.016496167373414236,0.7086128893518614,0.7240537773148056,-0.01594444444444444,0.014655564644486843,-0.022803459832282713,-0.00908542905660617,0.031444444444444435,0.00804147791898401,0.02768091692945224,0.035207971959436625,0.07983333333333334,0.016346933113652286,0.07218273313536124,0.08748393353130544,4.527211938665232e-12,1.2920352423032957e-12,3.922520831665038e-12,5.131903045665426e-12,1.2312100966999424,0.08501021103545105,1.1914240932425537,1.270996100157331,8683520.0,0.0,8683520.0,8683520.0
shape_stream,replay,20,0.7266666666666667,0.01755265678562418,0.7184517704200502,0.7348815629132832,0.7319083333333334,0.014553438029535558,0.7250971146725712,0.7387195519940956,0.7280625000000001,0.017898693045004656,0.7196856537988499,0.7364393462011503,-0.0018611111111111098,0.017996890750159165,-0.010283915252950995,0.006561693030728774,0.026722222222222213,0.009092871487645591,0.02246662737027915,0.030977817074165276,0.07141666666666666,0.02003122562401012,0.062041764496382074,0.08079156883695124,0.26825122211581637,0.039073939049104695,0.2499640557252615,0.2865383885063712,1.385945196100056,0.11620295254210326,1.3315605402418214,1.4403298519582906,8683520.0,0.0,8683520.0,8683520.0
shape_stream,unwrapped,20,0.6294583333333332,0.02021634630428398,0.6199967920177543,0.6389198746489122,0.6269583333333333,0.015113012382541544,0.6198852258139012,0.6340314408527654,0.7082499999999999,0.016573533646867814,0.7004933474879805,0.7160066525120193,-0.10505555555555554,0.02130100803881792,-0.11502473418898884,-0.09508637692212224,0.11099999999999999,0.019425303862474007,0.10190867794327764,0.12009132205672234,0.20891666666666664,0.036076895621170335,0.1920321597770512,0.22580117355628207,6.246308729919747,0.7534637178896885,5.893676855232658,6.5989406046068355,0.998094899450075,0.06140757888714255,0.9693552678675246,1.0268345310326255,8683520.0,0.0,8683520.0,8683520.0
shape_stream,vanish,20,0.7422291666666668,0.010035823079500818,0.7375322568851789,0.7469260764481548,0.738925,0.010955849061344844,0.7337975048047285,0.7440524951952716,0.7349791666666666,0.013840726068361285,0.7285015074713618,0.7414568258619715,0.009666666666666667,0.01442125894475434,0.002917309721809508,0.016416023611523826,0.019972222222222218,0.00800315686576639,0.016226629512205056,0.02371781493223938,0.05466666666666666,0.020062767004654206,0.045277002675842275,0.06405633065749106,1.3235140761125308e-10,2.4445073852377587e-11,1.2091076088234149e-10,1.4379205434016467e-10,1.2278692566500014,0.0530097675149848,1.2030599217720177,1.252678591527985,11678720.0,0.0,11678720.0,11678720.0
split_digits,functional_l2,20,0.9817724180819212,0.0044251891273180055,0.9797013658192035,0.9838434703446388,0.9906375270602668,0.0025421699472988955,0.989447754901363,0.9918272992191705,0.9856502638175652,0.004840071525557342,0.9833850406155015,0.9879154870196288,-0.004847307169554875,0.0041638383161711244,-0.0067960434875262215,-0.002898570851583528,0.005423887189942235,0.003289630952347142,0.0038842925124388927,0.006963481867445578,0.013391946992864428,0.00633960292835928,0.010424921491410374,0.01635897249431848,0.13955870436903672,0.016068181056948794,0.13203856414942103,0.14707884458865242,1.2294695262999766,0.08886992376872008,1.1878771216787756,1.2710619309211777,2611200.0,0.0,2611200.0,2611200.0
split_digits,joint_refit,20,0.9890839311702218,0.003654133005976076,0.9873737442804504,0.9907941180599931,0.9941206829124434,0.002292677824149861,0.9930476766614618,0.995193689163425,0.9923161771776969,0.004031012540976101,0.9904296052360607,0.9942027491193332,-0.004040307509344208,0.00380846991651621,-0.005822726296690663,-0.0022578887219977537,0.0048473071695548774,0.003339741006693119,0.003284260264711132,0.006410354074398623,0.012015800203873606,0.007405817550619893,0.008549770898866013,0.015481829508881198,0.12271843777640459,0.02568932584639185,0.11069546318907761,0.13474141236373158,1.0371405681000625,0.0416584650956065,1.0176438062859772,1.0566373299141478,2611200.0,0.0,2611200.0,2611200.0
